,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_scored
246,Dog,60,Shih Tzu,Female,Black,White,Small,Medium,Not Sure,Yes,Healthy,0,1,Yes,Yes
247,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
248,Cat,12,Domestic Medium Hair,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
249,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
250,Dog,1,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
251,Dog,24,Mixed Breed,Female,White,No Color,Large,Short,Not Sure,Yes,Minor Injury,0,2,No,No
252,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,200,6,No,Yes
253,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes,Yes
254,Cat,12,Domestic Medium Hair,Male,Black,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,1,No,Yes
255,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,No,No
256,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
257,Cat,11,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,11,Yes,Yes
258,Dog,74,Shih Tzu,Male,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
259,Dog,36,Terrier,Female,Brown,Golden,Medium,Long,Yes,Yes,Healthy,0,3,Yes,Yes
260,Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
261,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,6,Yes,Yes
262,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,4,Yes,Yes
263,Dog,48,Poodle,Male,White,No Color,Small,Short,Yes,No,Healthy,0,1,Yes,Yes
264,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,8,Yes,Yes
265,Dog,36,Poodle,Male,Brown,No Color,Small,Medium,Not Sure,No,Healthy,0,3,Yes,Yes
266,Cat,3,Domestic Long Hair,Male,Black,White,Medium,Long,No,No,Healthy,0,5,Yes,Yes
267,Cat,4,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,3,Yes,Yes
268,Dog,1,Labrador Retriever,Male,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes,Yes
269,Dog,60,Schnauzer,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
270,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
271,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,4,No,Yes
272,Cat,2,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,Yes,Yes
273,Dog,3,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,7,No,Yes
274,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
275,Cat,1,Domestic Medium Hair,Female,White,No Color,Small,Medium,No,No,Healthy,0,10,Yes,Yes
276,Dog,18,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No,No
277,Cat,3,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,20,0,Yes,Yes
278,Cat,6,Domestic Medium Hair,Male,Gray,White,Medium,Medium,Yes,Yes,Healthy,120,5,Yes,Yes
279,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,14,Yes,Yes
280,Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,6,Yes,No
281,Cat,6,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No,Yes
282,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
283,Dog,48,Shih Tzu,Male,Black,No Color,Small,Medium,Yes,No,Healthy,0,0,Yes,Yes
284,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,1,3,Yes,Yes
285,Cat,3,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
286,Dog,53,Mixed Breed,Male,White,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,No,No
287,Cat,1,American Shorthair,Male,Black,White,Small,Short,No,No,Healthy,0,1,No,Yes
288,Cat,7,Domestic Long Hair,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,15,No,Yes
289,Cat,4,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,3,Yes,Yes
290,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
291,Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,4,Yes,Yes
292,Dog,48,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,No,No
293,Cat,2,Bengal,Female,Gray,White,Small,Short,No,No,Healthy,0,5,Yes,Yes
294,Dog,1,Doberman Pinscher,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,7,Yes,Yes
295,Cat,3,Domestic Short Hair,Female,Cream,Gray,Medium,Short,Yes,Yes,Healthy,100,1,No,No
296,Dog,7,Belgian Shepherd Laekenois,Female,Brown,No Color,Large,Medium,Yes,No,Healthy,0,1,Yes,Yes
297,Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,No,Yes
298,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,6,Yes,Yes
299,Cat,3,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,3,Yes,Yes
300,Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes,Yes
301,Dog,12,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Yes,Healthy,150,3,No,No
302,Dog,2,0,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
303,Dog,3,Jack Russell Terrier (Parson Russell Terrier),Female,Black,White,Small,Medium,Not Sure,No,Healthy,0,1,No,Yes
304,Dog,25,Schnauzer,Male,Gray,White,Medium,Long,Yes,No,Healthy,100,2,Yes,Yes
305,Cat,14,Domestic Short Hair,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes,No
306,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
307,Cat,1,Domestic Short Hair,Female,Brown,Gray,Small,Short,Not Sure,No,Healthy,30,1,No,No
308,Dog,10,Labrador Retriever,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
309,Dog,1,Mixed Breed,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
310,Cat,12,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,150,1,Yes,No
311,Dog,84,Golden Retriever,Male,Brown,Cream,Medium,Medium,Yes,Yes,Minor Injury,0,1,No,Yes
312,Cat,3,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
313,Dog,6,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,4,No,Yes
314,Dog,8,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,10,Yes,Yes
315,Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes,Yes
316,Cat,18,Domestic Medium Hair,Female,Cream,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
317,Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,2,No,Yes
318,Cat,36,Domestic Short Hair,Female,Black,Gray,Medium,Medium,No,Yes,Healthy,0,4,No,No
319,Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Not Sure,No,Healthy,0,2,Yes,Yes
320,Cat,2,Domestic Short Hair,Male,Brown,No Color,Small,Short,No,No,Healthy,0,2,Yes,Yes
321,Dog,1,Mixed Breed,Female,Black,Brown,Large,Short,No,No,Healthy,50,9,Yes,Yes
322,Cat,18,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No,No
323,Dog,4,Shepherd,Male,Black,Brown,Large,Medium,No,No,Healthy,0,12,Yes,Yes
324,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
325,Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
326,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
327,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
328,Dog,8,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,No
329,Cat,3,Tabby,Male,Golden,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,1,No,Yes
330,Cat,3,Domestic Short Hair,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
331,Cat,3,Domestic Long Hair,Male,Black,No Color,Medium,Long,Yes,No,Healthy,100,2,Yes,Yes
332,Cat,12,Domestic Short Hair,Female,Brown,No Color,Small,Short,No,No,Healthy,0,5,Yes,Yes
333,Dog,72,German Shepherd Dog,Female,Black,Brown,Large,Long,Yes,No,Healthy,0,4,Yes,Yes
334,Cat,3,Tabby,Female,Black,Brown,Small,Short,Yes,No,Healthy,0,4,No,Yes
335,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
336,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes,Yes
337,Dog,4,Mixed Breed,Female,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No,No
338,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
339,Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,Yes
340,Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,3,No,Yes
341,Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,Yes,Minor Injury,0,5,Yes,Yes
342,Cat,12,Tabby,Male,Golden,Cream,Medium,Short,No,Yes,Healthy,100,10,Yes,Yes
343,Dog,36,Terrier,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
344,Cat,2,Persian,Female,Black,Brown,Medium,Long,No,No,Healthy,100,5,Yes,Yes
345,Dog,4,Mixed Breed,Female,White,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
346,Dog,5,Corgi,Male,Black,White,Small,Medium,Yes,No,Healthy,0,10,Yes,Yes
347,Cat,12,Domestic Medium Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
348,Cat,5,Domestic Short Hair,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
349,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes,Yes
350,Dog,48,Pit Bull Terrier,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,4,No,Yes
351,Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,3,No,Yes
352,Dog,5,Mixed Breed,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,3,No,No
353,Cat,4,Domestic Short Hair,Female,Brown,White,Small,Short,Not Sure,No,Healthy,0,7,Yes,Yes
354,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,No,Yes
355,Cat,4,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,5,Yes,Yes
356,Cat,5,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
357,Cat,3,Domestic Short Hair,Male,Yellow,No Color,Small,Short,Yes,No,Healthy,0,6,Yes,Yes
358,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,4,Yes,Yes
359,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
360,Dog,12,Mixed Breed,Female,Brown,Yellow,Medium,Short,Yes,Yes,Healthy,0,2,Yes,No
361,Cat,4,Oriental Tabby,Female,Brown,Yellow,Small,Short,No,No,Minor Injury,0,1,Yes,Yes
362,Dog,5,Mixed Breed,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,0,0,No,No
363,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,No,Yes
364,Dog,2,Shar Pei,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,4,Yes,Yes
365,Dog,3,Schnauzer,Male,Gray,White,Small,Medium,Yes,No,Healthy,0,5,Yes,Yes
366,Cat,17,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,No,Yes
367,Dog,8,Poodle,Female,Brown,No Color,Small,Short,Yes,Not Sure,Healthy,0,1,Yes,Yes
368,Cat,5,Domestic Short Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
369,Dog,12,Husky,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,150,5,Yes,Yes
370,Dog,5,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,100,5,No,No
371,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,3,Yes,Yes
372,Dog,24,Mixed Breed,Female,Black,No Color,Small,Short,Not Sure,Not Sure,Minor Injury,0,1,Yes,No
373,Dog,5,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
374,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No,No
375,Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
376,Dog,36,Schnauzer,Female,Gray,White,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
377,Dog,24,Mixed Breed,Female,Yellow,No Color,Large,Long,No,No,Healthy,0,2,No,No
378,Cat,9,Domestic Long Hair,Male,Black,White,Medium,Long,No,No,Minor Injury,0,2,No,No
379,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,12,No,No
380,Cat,10,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,23,Yes,Yes
381,Dog,12,Poodle,Male,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,7,Yes,Yes
382,Dog,48,Jack Russell Terrier,Female,Cream,No Color,Small,Short,Yes,Yes,Healthy,0,1,Yes,Yes
383,Cat,24,Persian,Male,Black,Brown,Medium,Long,Yes,No,Healthy,0,1,Yes,Yes
384,Dog,76,Beagle,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
385,Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
386,Cat,30,American Shorthair,Female,Gray,White,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
387,Dog,1,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
388,Dog,48,Mixed Breed,Female,Golden,No Color,Medium,Long,Yes,Yes,Healthy,0,1,Yes,Yes
389,Dog,12,Mixed Breed,Female,White,No Color,Medium,Long,Yes,Yes,Healthy,0,2,No,No
390,Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
391,Cat,18,Domestic Short Hair,Male,Golden,White,Small,Short,Yes,Not Sure,Healthy,0,7,Yes,Yes
392,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
393,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No,Yes
394,Cat,132,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
395,Cat,16,Domestic Short Hair,Male,White,No Color,Large,Medium,Yes,Yes,Healthy,0,0,No,No
396,Dog,84,Miniature Pinscher,Male,Brown,Golden,Small,Short,Not Sure,Not Sure,Healthy,0,1,No,No
397,Dog,48,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No,No
398,Cat,12,Domestic Long Hair,Male,Golden,No Color,Medium,Long,Yes,Not Sure,Healthy,0,5,Yes,Yes
399,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
400,Dog,72,Golden Retriever,Female,Golden,Cream,Large,Long,Yes,Yes,Healthy,0,0,No,No
401,Cat,3,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
402,Dog,60,Terrier,Female,Brown,White,Small,Medium,Yes,Not Sure,Healthy,0,4,Yes,Yes
403,Cat,2,Siamese,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,5,Yes,Yes
404,Cat,1,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,0,4,No,Yes
405,Dog,7,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,No,No
406,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes,Yes
407,Cat,6,Manx,Female,Brown,White,Small,Short,No,No,Serious Injury,0,4,No,Yes
408,Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,3,Yes,Yes
409,Dog,3,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
410,Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes,Yes
411,Dog,4,Labrador Retriever,Female,Black,Cream,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
412,Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,500,6,Yes,Yes
413,Cat,2,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Minor Injury,0,2,Yes,Yes
414,Dog,24,Mixed Breed,Female,Brown,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,3,No,No
415,Dog,12,Mixed Breed,Female,Black,No Color,Small,Medium,Not Sure,No,Healthy,0,0,No,No
416,Cat,3,Persian,Male,Brown,White,Small,Medium,No,No,Healthy,200,1,Yes,Yes
417,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,8,Yes,Yes
418,Cat,2,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,200,5,Yes,Yes
419,Dog,12,Mixed Breed,Male,Golden,No Color,Small,Short,Yes,Yes,Healthy,0,5,No,Yes
420,Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,2,Yes,Yes
421,Dog,72,Miniature Pinscher,Male,Brown,No Color,Small,Short,Yes,No,Minor Injury,0,4,No,Yes
422,Cat,2,Domestic Short Hair,Male,Gray,White,Small,Short,Not Sure,Not Sure,Healthy,0,3,Yes,Yes
423,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,100,2,Yes,Yes
424,Dog,36,Boxer,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,0,10,Yes,Yes
425,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes,Yes
426,Cat,11,Domestic Short Hair,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,100,6,No,No
427,Dog,3,Mixed Breed,Male,Black,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,2,No,No
428,Cat,60,Bengal,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,200,2,Yes,Yes
429,Cat,1,Domestic Medium Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,10,No,Yes
430,Cat,6,Domestic Short Hair,Female,Golden,Yellow,Large,Short,Yes,No,Healthy,0,3,Yes,Yes
431,Cat,3,Tabby,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,Yes,Yes
432,Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Medium,No,Not Sure,Healthy,0,1,No,No
433,Cat,2,Bengal,Male,Golden,White,Small,Short,No,No,Healthy,0,3,Yes,Yes
434,Cat,5,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
435,Dog,24,Dachshund,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,200,2,Yes,Yes
436,Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,3,No,Yes
437,Cat,4,Domestic Short Hair,Male,Black,Cream,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
438,Cat,2,Domestic Medium Hair,Female,Golden,White,Medium,Medium,No,No,Healthy,50,2,Yes,Yes
439,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,3,Yes,Yes
440,Cat,6,Domestic Medium Hair,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,4,Yes,Yes
441,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
442,Cat,12,Tabby,Male,Golden,No Color,Large,Short,Yes,Yes,Healthy,50,4,No,Yes
443,Dog,11,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,2,No,Yes
444,Dog,36,Terrier,Female,Brown,White,Medium,Medium,No,Yes,Healthy,0,7,No,Yes
445,Cat,12,Domestic Short Hair,Female,Gray,White,Medium,Short,Not Sure,Yes,Healthy,0,5,Yes,Yes
446,Cat,8,Siamese,Female,Brown,Gray,Small,Short,Not Sure,Not Sure,Healthy,0,2,No,Yes
447,Cat,24,Domestic Short Hair,Female,Cream,No Color,Small,Short,Yes,Not Sure,Healthy,0,2,Yes,Yes
448,Cat,1,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,100,6,Yes,Yes
449,Dog,3,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,1,2,Yes,Yes
450,Dog,3,Mixed Breed,Female,Black,Yellow,Medium,Medium,Yes,No,Healthy,0,8,No,Yes
451,Dog,12,Mixed Breed,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Healthy,0,3,Yes,No
452,Dog,8,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,9,Yes,Yes
453,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,0,Yes,Yes
454,Cat,2,Domestic Long Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,50,7,Yes,Yes
455,Cat,12,Tabby,Male,Golden,Cream,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
456,Dog,6,Labrador Retriever,Female,Black,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,4,Yes,Yes
457,Cat,0,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
458,Dog,60,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,No,No
459,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,7,Yes,Yes
460,Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
461,Cat,2,Domestic Long Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,No,Yes
462,Dog,24,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,200,3,No,No
463,Cat,10,Domestic Short Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,1,No,No
464,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes,Yes
465,Cat,1,Persian,Male,Black,White,Large,Long,No,No,Healthy,50,3,Yes,Yes
466,Dog,60,Dachshund,Male,Brown,No Color,Small,Long,Yes,Yes,Healthy,150,2,Yes,Yes
467,Cat,1,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,No,Healthy,15,5,Yes,Yes
468,Cat,4,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,100,5,Yes,Yes
469,Cat,5,Domestic Short Hair,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,150,13,No,Yes
470,Dog,7,Mixed Breed,Female,Yellow,White,Medium,Short,Yes,Yes,Healthy,100,10,No,No
471,Dog,36,Mixed Breed,Female,Black,Brown,Large,Short,Not Sure,Yes,Healthy,0,0,No,No
472,Cat,2,Domestic Medium Hair,Male,Black,White,Medium,Short,Yes,Not Sure,Healthy,0,1,Yes,Yes
473,Cat,2,Siamese,Male,Brown,Cream,Medium,Short,No,No,Healthy,100,5,Yes,Yes
474,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,Yes,Yes
475,Cat,1,Domestic Short Hair,Female,White,No Color,Small,Medium,No,No,Healthy,0,4,Yes,Yes
476,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,Yes
477,Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
478,Cat,4,American Shorthair,Female,Cream,White,Small,Medium,Yes,No,Healthy,80,13,Yes,Yes
479,Cat,3,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,1,Yes,Yes
480,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,2,No,Yes
481,Dog,60,Shih Tzu,Female,Black,Brown,Small,Medium,Not Sure,Not Sure,Minor Injury,100,3,No,Yes
482,Cat,5,Domestic Short Hair,Female,Cream,No Color,Large,Short,Yes,No,Healthy,0,5,Yes,Yes
483,Cat,2,Domestic Medium Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,1,Yes,Yes
484,Cat,2,Manx,Female,Black,White,Medium,Short,No,No,Healthy,0,7,Yes,Yes
485,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,6,Yes,Yes
486,Cat,14,Tabby,Male,Golden,No Color,Large,Short,No,Yes,Healthy,0,5,Yes,Yes
487,Cat,1,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,3,Yes,Yes
488,Cat,8,Domestic Short Hair,Female,Gray,White,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
489,Dog,3,Mixed Breed,Female,Black,No Color,Small,Short,Yes,No,Healthy,100,2,No,No
490,Dog,8,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,5,No,Yes
491,Cat,6,Domestic Medium Hair,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,30,3,No,Yes
492,Cat,1,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,1,Yes,Yes
